obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
POL-1918-1,8214746a-1e42-11e4-b4cd-db5882bf8def,290,POL,Daszynski,1918-11-11,11/11/1918,1918-11-13,11/13/1918,Irregular,Regular,Regular,0,OK,M,1866,1936,1866-10-26,26oct1866,10/31/1936,10/31/1936,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ignacy-5FDaszy-25C5-2584ski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8XEXIOEYa44vTzEptqHAqdRTZROWXXa4P9hEqNs51vk&e=,1,1,0,0,NA,NA,1,0,0,1,1,0,0,1,1,Ukrainian and Yiddish and understood German,AUS,1866,1875,0,UKR,1875,1888,0,SWZ,1889,1890,0,,1866,1890,1,0,0,0,1,,,,,,"Ignacy Daszy?ski, Pami?tniki (Memoirs), vol. I, Kraków, 1925, p. 37. (in Polish)",Qi Jing,Tongtong,,,"was born and raised in Ukrainian region which was then controlled by Austrian empire, not sure if counted as Austria or Ukrain"
POL-1918-2,8214746b-1e42-11e4-b4cd-db5882bf8def,290,POL,Pildsudski,1918-11-14,11/14/1918,1922-12-09,12/9/1922,Irregular,Regular,Regular,0,OK,M,1867,1935,1867-12-05,05dec1867,5/12/1935,5/12/1935,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25B3zef-5FPi-25C5-2582sudski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=JEyC_kO4nPNOZdfnak1HJijN52APOpBP1O8sajw2OKw&e=,1,1,0,0,NA,NA,1,0,0,0,0,0,1,0,,Russian,RUS,1887,1892,0,,,,,,,,,,1887,1892,0,0,1,0,0,,,,,,"Cienciala, Anna M. (2002). ""The Rebirth of Poland (lecture notes)"". Retrieved 2 June 2006.",Qi Jing,Tongtong,,,
POL-1922-1,8214746c-1e42-11e4-b4cd-db5882bf8def,290,POL,Narutowicz,1922-12-09,12/9/1922,1922-12-18,12/18/1922,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1865,1922,1865-03-17,17mar1865,12/16/1922,12/16/1922,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gabriel-5FNarutowicz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=309w-B3tmQVX-Gv2ULh05TgJPWZ1gV-Ni02ur-qDFXU&e=,0,3,11,3,NA,NA,1,0,0,0,1,0,0,1,1,Russian; German or French,RUS,1885,1887,0,SWZ,1887,1920,0,,,,,,1885,1920,0,0,0,0,1,1,AUS,,,Studies in Switzerland not sure whther German or French he spoke,"""Gabriel Narutowicz, litewski Polak, prezydent Polski, sko?czy?by 150 lat…"". Retrieved 29 February 2020.",,Tongtong,,,
POL-1922-2,8214a53c-1e42-11e4-b4cd-db5882bf8def,290,POL,Wojciechowski,1922-12-20,12/20/1922,1926-05-12,5/12/1926,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1869,1953,1869-03-15,15mar1869,4/9/1953,4/9/1953,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanis-25C5-2582aw-5FWojciechowski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=bQx2Oo-iRqWXu62i1DAR0SQRWFB0__EZmRgk1thHW-g&e=,0,3,6,0,NA,NA,1,0,0,0,0,0,1,0,,,FRN,1892,1899,0,UKG,1899,1906,0,RUS,1914,1918,0,,1892,1918,1,0,0,0,1,1,SWZ,,,,"Stanis?aw Wojciechowski, ""Moje wspomnienia"" (Warszawa–Lwów: Ksi??nica-Atlas, 1938), pp. 53–55, 130",Qi Jing,Tongtong,,,no foreign education experience found
POL-1926,8214746b-1e42-11e4-b4cd-db5882bf8def,290,POL,Pildsudski,1926-05-12,5/12/1926,1935-05-12,5/12/1935,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1867,1935,1867-12-05,05dec1867,5/12/1935,5/12/1935,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_J-25C3-25B3zef-5FPi-25C5-2582sudski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=JEyC_kO4nPNOZdfnak1HJijN52APOpBP1O8sajw2OKw&e=,0,2,0,-777,NA,NA,1,0,0,0,0,0,1,0,,Russian,RUS,1887,1892,,,,,,,,,,,1887,1892,0,0,1,0,0,,,,,,"Cienciala, Anna M. (2002). ""The Rebirth of Poland (lecture notes)"". Retrieved 2 June 2006.",Qi Jing,Tongtong,,,
POL-1935,8214a53d-1e42-11e4-b4cd-db5882bf8def,290,POL,Smigly-Rydz,1935-05-12,5/12/1935,1939-09-18,9/18/1939,Regular,Foreign,Removed through Threat of Foreign Force,0,Exile,M,1866,1941,1866-03-11,11mar1866,12/2/1941,12/2/1941,NA,0,4,9,1,NA,NA,1,0,0,1,1,0,0,1,,,AUS,1906,1907,0,GMY,1907,1908,0,UKR,,,,,1906,1908,1,0,1,0,0,,,,,,"Ryszard Mirowicz. ""EDWARD RYDZ-?MIG?Y : A Political and Military Biography"" (PDF). Digital.lib.washington.edu. Retrieved 18 November 2017.",Qi Jing,Tongtong,,,"was born and raised in an ethnic Polish village then under Austria-Hungary Empire, now under Ukraine, so considered him as first_gen and living_under_18"
POL-1944,8214a53e-1e42-11e4-b4cd-db5882bf8def,290,POL,Bierut,1944-12-31,12/31/1944,1956-03-12,3/12/1956,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1892,1956,1892-04-18,18apr1892,3/12/1956,3/12/1956,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Boles-25C5-2582aw-5FBierut&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0Ruah6Wxqm2u35JRK-Y9ZO3MFGiDAw_5cS9PxL_z9tw&e=,1,2,0,-777,NA,NA,1,0,0,0,1,0,0,0,1,Russian,CZE,1919,1921,0,RUS,1928,1930,0,,,,,,1919,1933,0,0,0,1,0,1,BUL,AUS,BLR,,"Jerzy Eisler, Siedmiu wspania?ych. Poczet pierwszych sekretarzy KC PZPR [The Magnificent Seven: first secretaries of the PZPR], pp. 38–41.",Qi Jing,Tongtong,,,
POL-1956-1,8214a53f-1e42-11e4-b4cd-db5882bf8def,290,POL,Ochab,1956-03-20,3/20/1956,1956-10-21,10/21/1956,Regular,Regular,Regular,0,OK,M,1906,1989,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edward-5FOchab&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FCGeDVQLet7Ct1-d9-QUjIeRnLQF2LZTbPgL_YQkAWU&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Wielka Encyklopedia Powszechna PWN [The Great Universal Encyclopedia PWN] vol. 8, Polish Scientific Publishers, Warszawa 1966",Qi Jing,Tongtong,,,
POL-1956-2,8214d610-1e42-11e4-b4cd-db5882bf8def,290,POL,Gomulka,1956-10-21,10/21/1956,1970-12-20,12/20/1970,Regular,Irregular,"Popular Protest, without Foreign Support",0,OK,M,1905,1982,2/6/1905,2/6/1905,9/1/1982,9/1/1982,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_W-25C5-2582adys-25C5-2582aw-5FGomu-25C5-2582ka&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3r5khUkMZ-NVB7dEEGYhmkmHbvuGuoeeIOR4xdGxFW8&e=,0,3,2,0,NA,NA,1,0,0,0,1,0,1,0,1,Ukrainian,RUS,1934,1935,0,UKR,1939,1940,0,,,,,,1934,1940,0,0,1,0,0,,,,,,"Jerzy Eisler, Siedmiu wspania?ych. Poczet pierwszych sekretarzy KC PZPR, pp. 175–78",Qi Jing,Tongtong,,,"attended the Lenin School in Moscow, 1934-35; fled to Lvov, Ukraine in fear of capture during defense of Warsaw, estimated to be 1939-40"
POL-1970,8214d611-1e42-11e4-b4cd-db5882bf8def,290,POL,Gierek,1970-12-20,12/20/1970,1980-09-06,9/6/1980,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1913,2001,1/6/1913,1/6/1913,7/29/2001,7/29/2001,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edward-5FGierek&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=j4_94yymwJ9jHi1XHI5r3wM_S_ro1maNw6ZVMGmdkpw&e=,0,2,0,-777,NA,NA,1,0,0,0,0,0,0,1,1,French,FRN,1923,1934,0,BEL,1937,1948,0,,,,,,1923,1948,1,0,0,0,1,,,,,,"Gajdzi?ski, Piotr. Gierek Cz?owiek z w?gla [Gierek: the man of coal]. p. 68.",Qi Jing,Tongtong,,,
POL-1980,821506e4-1e42-11e4-b4cd-db5882bf8def,290,POL,Kania,1980-09-06,9/6/1980,1981-10-18,10/18/1981,Regular,Regular,Regular,0,OK,M,1927,-777,3/8/1927,3/8/1927,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanis-25C5-2582aw-5FKania&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9IzypE_fpgUow3uEEFP2RQhWiuvqbj11v9Q8rsEHHgs&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Stanislaw Kania, 92, Polish Leader During Solidarity's Rise, Dies - The New York Times.",Qi Jing,Tongtong,,,
POL-1981,821506e5-1e42-11e4-b4cd-db5882bf8def,290,POL,Jaruzelski,1981-10-18,10/18/1981,1990-12-22,12/22/1990,Regular,Regular,Regular,0,OK,M,1923,-777,7/6/1923,7/6/1923,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wojciech-5FJaruzelski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9iOuCxN5vn4tIBtAB-qfCSiukOY9mkHuM_tIBSFuNmU&e=,0,1,0,0,NA,NA,1,1,0,0,0,0,1,0,,Republic of Lithuania,RUS,1939,1941,0,GMY,1945,1945,1,,,,,,1939,1945,1,0,1,0,0,1,LIT,,,,"""Profile: Gen. Wojciech Jaruzelski"". Cable Network News (CNN). Archived from the original on 13 June 2008. Retrieved 24 November 2008.",Qi Jing,Tongtong,,,"he fought in the Battle of Berlin, 1945"
POL-1990,821537c2-1e42-11e4-b4cd-db5882bf8def,290,POL,Walesa,1990-12-22,12/22/1990,1995-12-23,12/23/1995,Regular,Regular,Regular,0,OK,M,1943,-777,9/29/1943,9/29/1943,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Lech-5FWa-25C5-2582-25C4-2599sa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wHTbqI30aWYG2dul0oBHxXFsH_u33tSsn6drHln0avw&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"David C. Cook (22 February 2005), Mothers of Influence: The Inspiring Stories of Women Who Made a Difference in Their Children and Their World. New edition. ISBN 1562923684.",Qi Jing,Tongtong,,,"it were his mother and stepfather that emigrated to the USA, not him"
POL-1995,821537c3-1e42-11e4-b4cd-db5882bf8def,290,POL,Kwasniewski,1995-12-23,12/23/1995,2005-12-23,12/23/2005,Regular,Regular,Regular,0,OK,M,1954,-777,11/15/1954,11/15/1954,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Aleksander-5FKwa-25C5-259Bniewski&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=AjyWrwt9hUZAEFnyq5K50GxB2P5HUUKk89_ocMj8ls4&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Matthew Day (10 December 2014). ""Polish president admits Poland agreed to host secret CIA 'black site'"". Daily Telegraph. Retrieved 17 December 2014.",Qi Jing,Tongtong,,,
POL-2005,82517eab-1e42-11e4-b4cd-db5882bf8def,290,POL,Kaczynski,2005-12-23,12/23/2005,2010-04-10,4/10/2010,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1949,2010,NA,,7/8/2010,7/8/2010,NA,0,2,0,-777,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Henzler, Marek (13 January 2017). ""Doktorat prezesa Jaros?awa Kaczy?skiego"". www.polityka.pl (in Polish). Retrieved 30 June 2020.",Qi Jing,Tongtong,,,
POL-2010-1,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-04-10,4/10/2010,2010-07-08,7/8/2010,Regular,Regular,Regular,0,OK,M,1952,-777,6/4/1952,6/4/1952,NA,,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Andrzej Stankiewicz, Piotr ?mi?owicz, Zofia Wojtkowska, ""Bronis?aw Komorowski. Cz?owiek, który p?ynie z pr?dem."" (Bronis?aw Komorowski. A man's ability to go with the flow of life.) Part 1 of 4. Newsweek Polska, 20 March 2010. Retrieved 28 March 2010.",Qi Jing,Tongtong,,,
POL-2010-2,82517ead-1e42-11e4-b4cd-db5882bf8def,290,POL,Borusewicz,2010-07-08,7/8/2010,2010-07-08,7/8/2010,Regular,Regular,Regular,0,OK,M,1949,-777,1/11/1949,1/11/1949,NA,,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Szporer, Michael (2014) [2012]. Solidarity: The Great Workers Strike of 1982. Lexington Books. ISBN 978-0-7391-7487-6.",Qi Jing,Tongtong,,,
POL-2010-3,8251af7c-1e42-11e4-b4cd-db5882bf8def,290,POL,Schetyna,2010-07-08,7/8/2010,2010-08-06,8/6/2010,Regular,Regular,Regular,0,OK,M,1963,-777,NA,,NA,,NA,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"""Archived copy"". Archived from the original on July 11, 2010. Retrieved July 8, 2010.",Qi Jing,Tongtong,,,
POL-2010-4,82517eac-1e42-11e4-b4cd-db5882bf8def,290,POL,Komorowski,2010-08-06,8/6/2010,2015-08-06,8/6/2015,Regular,Regular,Regular,1,Missing: Left Office after 2014-12-31,M,1952,-777,6/4/1952,6/4/1952,NA,,NA,0,1,0,-999,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Andrzej Stankiewicz, Piotr ?mi?owicz, Zofia Wojtkowska, ""Bronis?aw Komorowski. Cz?owiek, który p?ynie z pr?dem."" (Bronis?aw Komorowski. A man's ability to go with the flow of life.) Part 1 of 4. Newsweek Polska, 20 March 2010. Retrieved 28 March 2010.",Qi Jing,Tongtong,,,
POR-1861,82125b43-1e42-11e4-b4cd-db5882bf8def,235,POR,Luis I,1861-11-11,11nov1861,1889-10-19,19oct1889,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1838,1889,NA,,NA,,NA,0,2,0,-777,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,,,,,,0,,,,"Very hard to know what he did prior to his reign, based on the way that courting works and his relationships with women, one can assume he traveled to those countries but it is not confirmed ",,,,,,
POR-1889,82125b44-1e42-11e4-b4cd-db5882bf8def,235,POR,Carlos I,1889-10-19,19oct1889,1908-02-01,2/1/1908,Regular,Irregular,Unknown,0,Death,M,1863,1908,1863-09-28,28sep1863,2/1/1908,2/1/1908,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FI-5Fof-5FPortugal&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Qyo1T2AMb0FjSgHSYb5qzK2ogOeJj_dvHR2dP3E24Qw&e=,0,3,-999,3,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,,,,,,1,Italy,UKG,France and Germany,,,,,,,
POR-1908,82125b45-1e42-11e4-b4cd-db5882bf8def,235,POR,Manuel II,1908-02-01,2/1/1908,1910-10-05,10/5/1910,Regular,Irregular,Unknown,0,Exile,M,1889,1932,1889-11-15,15nov1889,7/2/1932,7/2/1932,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FII-5Fof-5FPortugal&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4bcW1zmGofx2Mv2DaqXhuxKv3_Vz1MTfyg_02ZsliSA&e=,0,3,-999,1,NA,NA,0,0,0,0,0,0,0,0,1,"French,Latin,German",,,,,,,,,,,,,,,,,,,,,0,,,,"Exile after his reign, monarchy abolished",,,,,,
POR-1910,82125b46-1e42-11e4-b4cd-db5882bf8def,235,POR,Braga,1910-10-05,10/5/1910,1911-08-24,8/24/1911,Irregular,Regular,Regular,0,OK,M,1843,1924,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Te-25C3-25B3filo-5FBraga&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=cA51BcSHXXoDSB3OGOSfwn5xsHQriNtM5TSpVMhbmg0&e=,1,1,0,0,NA,NA,1,0,0,0,0,0,0,0,1,Chinese,China,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
POR-1911,82128c16-1e42-11e4-b4cd-db5882bf8def,235,POR,Arriaga,1911-08-24,8/24/1911,1915-05-29,5/29/1915,Regular,Regular,Regular,0,OK,M,1840,1917,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5Fde-5FArriaga&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=IXU5Xi4AOD1r06tjtYTB9hhbSrX02uLdP49sZYnXW_U&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,1,English,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
POR-1915-1,82125b46-1e42-11e4-b4cd-db5882bf8def,235,POR,Braga,1915-05-29,5/29/1915,1915-10-05,10/5/1915,Regular,Regular,Regular,1,OK,M,1843,1924,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Te-25C3-25B3filo-5FBraga&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=cA51BcSHXXoDSB3OGOSfwn5xsHQriNtM5TSpVMhbmg0&e=,0,1,0,0,NA,NA,1,0,0,0,0,0,0,0,1,Chinese,China,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
POR-1915-2,82128c17-1e42-11e4-b4cd-db5882bf8def,235,POR,Machado Guimaraes,1915-10-05,10/5/1915,1917-12-08,12/8/1917,Regular,Irregular,Unknown,0,Imprisonment,M,1851,1944,1851-03-28,28mar1851,4/29/1944,4/29/1944,NA,0,3,-999,2,NA,NA,1,0,0,1,0,0,0,1,0,,Brazil,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
POR-1917,82128c18-1e42-11e4-b4cd-db5882bf8def,235,POR,Paes,1917-12-08,12/8/1917,1918-12-14,12/14/1918,Irregular,Irregular,Unknown,0,Death,M,1872,1918,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sid-25C3-25B3nio-5FPais&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=g0HrImHSF_PHvjvHb9U7Er57RzTHzsGuqscOjVozt34&e=,1,3,-999,3,NA,NA,0,0,1,0,0,0,0,0,0,German,Germany,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
POR-1918,82128c19-1e42-11e4-b4cd-db5882bf8def,235,POR,Joao Canto e Castro,1918-12-16,12/16/1918,1919-10-05,10/5/1919,Regular,Regular,Regular,0,OK,M,1862,1934,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jo-25C3-25A3o-5Fdo-5FCanto-5Fe-5FCastro&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=mo8OrT_EBTPW7CQkRT5wbNByQv3w2DSJzG8w3PuXnLI&e=,0,1,0,0,NA,NA,1,1,0,0,0,1,0,0,1,English,England,,,,Russia,,,,China,,,,,,,,,,,,0,,,,Travel to some extent- he visited countries whilst on military exursions,,,,,,
POR-1919,8212bcea-1e42-11e4-b4cd-db5882bf8def,235,POR,Almeida,1919-10-05,10/5/1919,1923-08-06,8/6/1923,Regular,Regular,Regular,0,OK,M,1866,1929,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ant-25C3-25B3nio-5FJos-25C3-25A9-5Fde-5FAlmeida&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=32AnC5aZNvSwqAVYSFWXJkoE-al9e_fhYm6JaRjCOGg&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,Angola,,,,India,,,,"São Tomé, Mozambique",,,,,,,,,,,,0,,,,,,,,,,
POR-1923,8212bceb-1e42-11e4-b4cd-db5882bf8def,235,POR,Gomes,1923-08-06,8/6/1923,1925-12-11,12/11/1925,Regular,Retired Due to Ill Health,Regular,0,OK,M,1860,1941,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5FTeixeira-5FGomes&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=S7ojZRNrv_R6UIMSfOxL1UWt20W7POQsirDvyLYbTFA&e=,0,2.0999999,0,0,NA,NA,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
